ID,PROVINCE,NAME_EN,WIKIDATA,MS_FB,MS_FB_PARE
PS-87,Sindh,PS-87 Malir-I,Q59207792,country:pk/province:sd/provincial-constituency:ps-87,country:pk/province:sd
PS-88,Sindh,PS-88 Malir-II,Q59207793,country:pk/province:sd/provincial-constituency:ps-88,country:pk/province:sd
PS-99,Sindh,PS-99 Karachi East-I,Q59207809,country:pk/province:sd/provincial-constituency:ps-99,country:pk/province:sd
PS-100,Sindh,PS-100 Karachi East-II,Q59207810,country:pk/province:sd/provincial-constituency:ps-100,country:pk/province:sd
PS-105,Sindh,PS-105 Karachi East-VII,Q59207819,country:pk/province:sd/provincial-constituency:ps-105,country:pk/province:sd
PS-106,Sindh,PS-106 Karachi East-VIII,Q59207820,country:pk/province:sd/provincial-constituency:ps-106,country:pk/province:sd
PS-102,Sindh,PS-102 Karachi East-IV,Q59207816,country:pk/province:sd/provincial-constituency:ps-102,country:pk/province:sd
PS-101,Sindh,PS-101 Karachi East-III,Q59207811,country:pk/province:sd/provincial-constituency:ps-101,country:pk/province:sd
PS-103,Sindh,PS-103 Karachi East-V,Q59207817,country:pk/province:sd/provincial-constituency:ps-103,country:pk/province:sd
PS-91,Sindh,PS-91 Malir-V,Q59207797,country:pk/province:sd/provincial-constituency:ps-91,country:pk/province:sd
PS-89,Sindh,PS-89 Malir-III,Q59207794,country:pk/province:sd/provincial-constituency:ps-89,country:pk/province:sd
PS-104,Sindh,PS-104 Karachi East-VI,Q59207818,country:pk/province:sd/provincial-constituency:ps-104,country:pk/province:sd
PS-97,Sindh,PS-97 Korangi Karachi-VI,Q59207807,country:pk/province:sd/provincial-constituency:ps-97,country:pk/province:sd
PS-98,Sindh,PS-98 Korangi Karachi-VII,Q59207808,country:pk/province:sd/provincial-constituency:ps-98,country:pk/province:sd
PS-92,Sindh,PS-92 Korangi Karachi-I,Q59207798,country:pk/province:sd/provincial-constituency:ps-92,country:pk/province:sd
PS-93,Sindh,PS-93 Korangi Karachi-II,Q59207802,country:pk/province:sd/provincial-constituency:ps-93,country:pk/province:sd
PS-96,Sindh,PS-96 Korangi Karachi-V,Q59207805,country:pk/province:sd/provincial-constituency:ps-96,country:pk/province:sd
PS-95,Sindh,PS-95 Korangi Karachi-IV,Q59207804,country:pk/province:sd/provincial-constituency:ps-95,country:pk/province:sd
PS-94,Sindh,PS-94 Korangi Karachi-III,Q59207803,country:pk/province:sd/provincial-constituency:ps-94,country:pk/province:sd
PS-123,Sindh,PS-123 Karachi Central-I,Q59207844,country:pk/province:sd/provincial-constituency:ps-123,country:pk/province:sd
PS-130,Sindh,PS-130 Karachi Central-VIII,Q59207856,country:pk/province:sd/provincial-constituency:ps-130,country:pk/province:sd
PS-129,Sindh,PS-129 Karachi Central-VII,Q59207855,country:pk/province:sd/provincial-constituency:ps-129,country:pk/province:sd
PS-128,Sindh,PS-128 Karachi Central-VI,Q59207850,country:pk/province:sd/provincial-constituency:ps-128,country:pk/province:sd
PS-127,Sindh,PS-127 Karachi Central-V,Q59207849,country:pk/province:sd/provincial-constituency:ps-127,country:pk/province:sd
PS-126,Sindh,PS-126 Karachi Central-IV,Q59207848,country:pk/province:sd/provincial-constituency:ps-126,country:pk/province:sd
PS-125,Sindh,PS-125 Karachi Central-III,Q59207847,country:pk/province:sd/provincial-constituency:ps-125,country:pk/province:sd
PS-124,Sindh,PS-124 Karachi Central-II,Q59207845,country:pk/province:sd/provincial-constituency:ps-124,country:pk/province:sd
PS-112,Sindh,PS-112 Karachi west-I,Q59207828,country:pk/province:sd/provincial-constituency:ps-112,country:pk/province:sd
PS-113,Sindh,PS-113 Karachi west-II,Q59207829,country:pk/province:sd/provincial-constituency:ps-113,country:pk/province:sd
PS-121,Sindh,PS-121 Karachi west-X,Q59207841,country:pk/province:sd/provincial-constituency:ps-121,country:pk/province:sd
PS-122,Sindh,PS-122 Karachi west-XI,Q59207843,country:pk/province:sd/provincial-constituency:ps-122,country:pk/province:sd
PS-116,Sindh,PS-116 Karachi west-V,Q59207834,country:pk/province:sd/provincial-constituency:ps-116,country:pk/province:sd
PS-117,Sindh,PS-117 Karachi west-VI,Q59207836,country:pk/province:sd/provincial-constituency:ps-117,country:pk/province:sd
PS-115,Sindh,PS-115 Karachi west-IV,Q59207833,country:pk/province:sd/provincial-constituency:ps-115,country:pk/province:sd
PS-114,Sindh,PS-114 Karachi west-III,Q59207831,country:pk/province:sd/provincial-constituency:ps-114,country:pk/province:sd
PS-120,Sindh,PS-120 Karachi west-IX,Q59207840,country:pk/province:sd/provincial-constituency:ps-120,country:pk/province:sd
PS-119,Sindh,PS-119 Karachi west-VIII,Q59207838,country:pk/province:sd/provincial-constituency:ps-119,country:pk/province:sd
PS-118,Sindh,PS-118 Karachi west-VII,Q59207837,country:pk/province:sd/provincial-constituency:ps-118,country:pk/province:sd
PS-111,Sindh,PS-111 Karachi South-V,Q59207827,country:pk/province:sd/provincial-constituency:ps-111,country:pk/province:sd
PS-110,Sindh,PS-110 Karachi South-IV,Q59207825,country:pk/province:sd/provincial-constituency:ps-110,country:pk/province:sd
PS-107,Sindh,PS-107 Karachi South-I,Q59207821,country:pk/province:sd/provincial-constituency:ps-107,country:pk/province:sd
PS-109,Sindh,PS-109 Karachi South-III,Q59207823,country:pk/province:sd/provincial-constituency:ps-109,country:pk/province:sd
PS-108,Sindh,PS-108 Karachi South-II,Q59207822,country:pk/province:sd/provincial-constituency:ps-108,country:pk/province:sd
PP-169,Punjab,PP-169 Lahore-XXVI,Q59207506,country:pk/province:pb/provincial-constituency:pp-169,country:pk/province:pb
PP-162,Punjab,PP-162 Lahore-XIX,Q59207497,country:pk/province:pb/provincial-constituency:pp-162,country:pk/province:pb
PP-155,Punjab,PP-155 Lahore-XII,Q59207489,country:pk/province:pb/provincial-constituency:pp-155,country:pk/province:pb
PP-145,Punjab,PP-145 Lahore-II,Q59207472,country:pk/province:pb/provincial-constituency:pp-145,country:pk/province:pb
PP-146,Punjab,PP-146 Lahore-III,Q59207476,country:pk/province:pb/provincial-constituency:pp-146,country:pk/province:pb
PP-148,Punjab,PP-148 Lahore-V,Q59207479,country:pk/province:pb/provincial-constituency:pp-148,country:pk/province:pb
PP-153,Punjab,PP-153 Lahore-X,Q59207484,country:pk/province:pb/provincial-constituency:pp-153,country:pk/province:pb
PP-154,Punjab,PP-154 Lahore-XI,Q59207486,country:pk/province:pb/provincial-constituency:pp-154,country:pk/province:pb
PP-156,Punjab,PP-156 Lahore-XIII,Q59207490,country:pk/province:pb/provincial-constituency:pp-156,country:pk/province:pb
PP-157,Punjab,PP-157 Lahore-XIV,Q59207491,country:pk/province:pb/provincial-constituency:pp-157,country:pk/province:pb
PP-147,Punjab,PP-147 Lahore-IV,Q59207478,country:pk/province:pb/provincial-constituency:pp-147,country:pk/province:pb
PP-144,Punjab,PP-144 Lahore-I,Q59207471,country:pk/province:pb/provincial-constituency:pp-144,country:pk/province:pb
PP-149,Punjab,PP-149 Lahore-VI,Q59207480,country:pk/province:pb/provincial-constituency:pp-149,country:pk/province:pb
PP-173,Punjab,PP-173 Lahore-XXX,Q59207513,country:pk/province:pb/provincial-constituency:pp-173,country:pk/province:pb
PP-163,Punjab,PP-163 Lahore-XX,Q59207498,country:pk/province:pb/provincial-constituency:pp-163,country:pk/province:pb
PP-159,Punjab,PP-159 Lahore-XVI,Q59207494,country:pk/province:pb/provincial-constituency:pp-159,country:pk/province:pb
PP-166,Punjab,PP-166 Lahore-XXIII,Q59207502,country:pk/province:pb/provincial-constituency:pp-166,country:pk/province:pb
PP-167,Punjab,PP-167 Lahore-XXIV,Q59207503,country:pk/province:pb/provincial-constituency:pp-167,country:pk/province:pb
PP-171,Punjab,PP-171 Lahore-XXVIII,Q59207509,country:pk/province:pb/provincial-constituency:pp-171,country:pk/province:pb
PP-172,Punjab,PP-172 Lahore-XXIX,Q59207510,country:pk/province:pb/provincial-constituency:pp-172,country:pk/province:pb
PP-165,Punjab,PP-165 Lahore-XXII,Q59207501,country:pk/province:pb/provincial-constituency:pp-165,country:pk/province:pb
PP-168,Punjab,PP-168 Lahore-XXV,Q59207505,country:pk/province:pb/provincial-constituency:pp-168,country:pk/province:pb
PP-161,Punjab,PP-161 Lahore-XVIII,Q59207496,country:pk/province:pb/provincial-constituency:pp-161,country:pk/province:pb
PP-151,Punjab,PP-151 Lahore-VIII,Q59207482,country:pk/province:pb/provincial-constituency:pp-151,country:pk/province:pb
PP-150,Punjab,PP-150 Lahore-VII,Q59207481,country:pk/province:pb/provincial-constituency:pp-150,country:pk/province:pb
PP-152,Punjab,PP-152 Lahore-IX,Q59207483,country:pk/province:pb/provincial-constituency:pp-152,country:pk/province:pb
PP-160,Punjab,PP-160 Lahore-XVII,Q59207495,country:pk/province:pb/provincial-constituency:pp-160,country:pk/province:pb
PP-170,Punjab,PP-170 Lahore-XXVII,Q59207507,country:pk/province:pb/provincial-constituency:pp-170,country:pk/province:pb
PP-158,Punjab,PP-158 Lahore-XV,Q59207493,country:pk/province:pb/provincial-constituency:pp-158,country:pk/province:pb
PP-164,Punjab,PP-164 Lahore-XXI,Q59207500,country:pk/province:pb/provincial-constituency:pp-164,country:pk/province:pb
PP-110,Punjab,PP-110 Faisalabad-XIV,Q59207430,country:pk/province:pb/provincial-constituency:pp-110,country:pk/province:pb
PP-111,Punjab,PP-111 Faisalabad-XV,Q59207431,country:pk/province:pb/provincial-constituency:pp-111,country:pk/province:pb
PP-112,Punjab,PP-112 Faisalabad-XVI,Q59207432,country:pk/province:pb/provincial-constituency:pp-112,country:pk/province:pb
PP-116,Punjab,PP-116 Faisalabad-XX,Q59207436,country:pk/province:pb/provincial-constituency:pp-116,country:pk/province:pb
PP-109,Punjab,PP-109 Faisalabad-XIII,Q59207429,country:pk/province:pb/provincial-constituency:pp-109,country:pk/province:pb
PP-97,Punjab,PP-97 Faisalabad-I,Q59207414,country:pk/province:pb/provincial-constituency:pp-97,country:pk/province:pb
PP-117,Punjab,PP-117 Faisalabad-XXI,Q59207437,country:pk/province:pb/provincial-constituency:pp-117,country:pk/province:pb
PP-98,Punjab,PP-98 Faisalabad-II,Q59207415,country:pk/province:pb/provincial-constituency:pp-98,country:pk/province:pb
PP-99,Punjab,PP-99 Faisalabad-III,Q59207416,country:pk/province:pb/provincial-constituency:pp-99,country:pk/province:pb
PP-100,Punjab,PP-100 Faisalabad-IV,Q59207417,country:pk/province:pb/provincial-constituency:pp-100,country:pk/province:pb
PP-106,Punjab,PP-106 Faisalabad-X,Q59207425,country:pk/province:pb/provincial-constituency:pp-106,country:pk/province:pb
PP-114,Punjab,PP-114 Faisalabad-XVIII,Q59207434,country:pk/province:pb/provincial-constituency:pp-114,country:pk/province:pb
PP-107,Punjab,PP-107 Faisalabad-XI,Q59207426,country:pk/province:pb/provincial-constituency:pp-107,country:pk/province:pb
PP-113,Punjab,PP-113 Faisalabad-XVII,Q59207433,country:pk/province:pb/provincial-constituency:pp-113,country:pk/province:pb
PP-108,Punjab,PP-108 Faisalabad-XII,Q59207428,country:pk/province:pb/provincial-constituency:pp-108,country:pk/province:pb
PP-115,Punjab,PP-115 Faisalabad-XIX,Q59207435,country:pk/province:pb/provincial-constituency:pp-115,country:pk/province:pb
PP-104,Punjab,PP-104 Faisalabad-VIII,Q59207423,country:pk/province:pb/provincial-constituency:pp-104,country:pk/province:pb
PP-103,Punjab,PP-103 Faisalabad-VII,Q59207422,country:pk/province:pb/provincial-constituency:pp-103,country:pk/province:pb
PP-102,Punjab,PP-102 Faisalabad-VI,Q59207421,country:pk/province:pb/provincial-constituency:pp-102,country:pk/province:pb
PP-105,Punjab,PP-105 Faisalabad-IX,Q59207424,country:pk/province:pb/provincial-constituency:pp-105,country:pk/province:pb
PP-101,Punjab,PP-101 Faisalabad-V,Q59207420,country:pk/province:pb/provincial-constituency:pp-101,country:pk/province:pb
PP-55,Punjab,PP-55 Gujranwala-V,Q59207367,country:pk/province:pb/provincial-constituency:pp-55,country:pk/province:pb
PP-57,Punjab,PP-57 Gujranwala-VII,Q59207370,country:pk/province:pb/provincial-constituency:pp-57,country:pk/province:pb
PP-56,Punjab,PP-56 Gujranwala-VI,Q59207369,country:pk/province:pb/provincial-constituency:pp-56,country:pk/province:pb
PP-58,Punjab,PP-58 Gujranwala-VIII,Q59207371,country:pk/province:pb/provincial-constituency:pp-58,country:pk/province:pb
PP-54,Punjab,PP-54 Gujranwala-IV,Q59207366,country:pk/province:pb/provincial-constituency:pp-54,country:pk/province:pb
PP-52,Punjab,PP-52 Gujranwala-II,Q59207364,country:pk/province:pb/provincial-constituency:pp-52,country:pk/province:pb
PP-51,Punjab,PP-51 Gujranwala-I,Q59207363,country:pk/province:pb/provincial-constituency:pp-51,country:pk/province:pb
PP-53,Punjab,PP-53 Gujranwala-III,Q59207365,country:pk/province:pb/provincial-constituency:pp-53,country:pk/province:pb
PP-62,Punjab,PP-62 Gujranwala-XII,Q59207375,country:pk/province:pb/provincial-constituency:pp-62,country:pk/province:pb
PP-64,Punjab,PP-64 Gujranwala-XIV,Q59207377,country:pk/province:pb/provincial-constituency:pp-64,country:pk/province:pb
PP-63,Punjab,PP-63 Gujranwala-XIII,Q59207376,country:pk/province:pb/provincial-constituency:pp-63,country:pk/province:pb
PP-61,Punjab,PP-61 Gujranwala-XI,Q59207374,country:pk/province:pb/provincial-constituency:pp-61,country:pk/province:pb
PP-60,Punjab,PP-60 Gujranwala-X,Q59207373,country:pk/province:pb/provincial-constituency:pp-60,country:pk/province:pb
PP-59,Punjab,PP-59 Gujranwala-IX,Q59207372,country:pk/province:pb/provincial-constituency:pp-59,country:pk/province:pb
PP-223,Punjab,PP-223 Multan-XIII,Q59207578,country:pk/province:pb/provincial-constituency:pp-223,country:pk/province:pb
PP-222,Punjab,PP-222 Multan-XII,Q59207577,country:pk/province:pb/provincial-constituency:pp-222,country:pk/province:pb
PP-221,Punjab,PP-221 Multan-XI,Q59207576,country:pk/province:pb/provincial-constituency:pp-221,country:pk/province:pb
PP-220,Punjab,PP-220 Multan-X,Q59207575,country:pk/province:pb/provincial-constituency:pp-220,country:pk/province:pb
PP-219,Punjab,PP-219 Multan-IX,Q59207574,country:pk/province:pb/provincial-constituency:pp-219,country:pk/province:pb
PP-212,Punjab,PP-212 Multan-II,Q59207563,country:pk/province:pb/provincial-constituency:pp-212,country:pk/province:pb
PP-218,Punjab,PP-218 Multan-VIII,Q59207573,country:pk/province:pb/provincial-constituency:pp-218,country:pk/province:pb
PP-211,Punjab,PP-211 Multan-I,Q59207562,country:pk/province:pb/provincial-constituency:pp-211,country:pk/province:pb
PP-216,Punjab,PP-216 Multan-VI,Q59207567,country:pk/province:pb/provincial-constituency:pp-216,country:pk/province:pb
PP-215,Punjab,PP-215 Multan-V,Q59207566,country:pk/province:pb/provincial-constituency:pp-215,country:pk/province:pb
PP-214,Punjab,PP-214 Multan-IV,Q59207565,country:pk/province:pb/provincial-constituency:pp-214,country:pk/province:pb
PP-217,Punjab,PP-217 Multan-VII,Q59207568,country:pk/province:pb/provincial-constituency:pp-217,country:pk/province:pb
PP-17,Punjab,PP-17 Rawalpindi-XII,Q59207320,country:pk/province:pb/provincial-constituency:pp-17,country:pk/province:pb
PP-16,Punjab,PP-16 Rawalpindi-XI,Q59207319,country:pk/province:pb/provincial-constituency:pp-16,country:pk/province:pb
PP-11,Punjab,PP-11 Rawalpindi-VI,Q59207312,country:pk/province:pb/provincial-constituency:pp-11,country:pk/province:pb
PP-18,Punjab,PP-18 Rawalpindi-XIII,Q59207321,country:pk/province:pb/provincial-constituency:pp-18,country:pk/province:pb
PP-15,Punjab,PP-15 Rawalpindi-X,Q59207317,country:pk/province:pb/provincial-constituency:pp-15,country:pk/province:pb
PP-14,Punjab,PP-14 Rawalpindi-IX,Q59207316,country:pk/province:pb/provincial-constituency:pp-14,country:pk/province:pb
PP-6,Punjab,PP-6 Rawalpindi-I,Q59207307,country:pk/province:pb/provincial-constituency:pp-6,country:pk/province:pb
PP-7,Punjab,PP-7 Rawalpindi-II,Q59207308,country:pk/province:pb/provincial-constituency:pp-7,country:pk/province:pb
PP-8,Punjab,PP-8 Rawalpindi-III,Q59207309,country:pk/province:pb/provincial-constituency:pp-8,country:pk/province:pb
PP-9,Punjab,PP-9 Rawalpindi-IV,Q59207310,country:pk/province:pb/provincial-constituency:pp-9,country:pk/province:pb
PP-10,Punjab,PP-10 Rawalpindi-V,Q59207311,country:pk/province:pb/provincial-constituency:pp-10,country:pk/province:pb
PP-19,Punjab,PP-19 Rawalpindi-XIV,Q59207322,country:pk/province:pb/provincial-constituency:pp-19,country:pk/province:pb
PP-20,Punjab,PP-20 Rawalpindi-XV,Q59207325,country:pk/province:pb/provincial-constituency:pp-20,country:pk/province:pb
PP-13,Punjab,PP-13 Rawalpindi-VIII,Q59207315,country:pk/province:pb/provincial-constituency:pp-13,country:pk/province:pb
PP-12,Punjab,PP-12 Rawalpindi-VII,Q59207313,country:pk/province:pb/provincial-constituency:pp-12,country:pk/province:pb
PS-63,Sindh,PS-63 Hyderabad-II,Q59207753,country:pk/province:sd/provincial-constituency:ps-63,country:pk/province:sd
PS-64,Sindh,PS-64 Hyderabad-III,Q59207756,country:pk/province:sd/provincial-constituency:ps-64,country:pk/province:sd
PS-62,Sindh,PS-62 Hyderabad-I,Q59207751,country:pk/province:sd/provincial-constituency:ps-62,country:pk/province:sd
PS-65,Sindh,PS-65 Hyderabad-IV,Q59207757,country:pk/province:sd/provincial-constituency:ps-65,country:pk/province:sd
PS-66,Sindh,PS-66 Hyderabad-V,Q59207760,country:pk/province:sd/provincial-constituency:ps-66,country:pk/province:sd
PS-67,Sindh,PS-67 Hyderabad-VI,Q59207761,country:pk/province:sd/provincial-constituency:ps-67,country:pk/province:sd
PB-24,Balochistan,PB-24 Quetta-I,Q59207265,country:pk/province:ba/provincial-constituency:pb-24,country:pk/province:ba
PB-28,Balochistan,PB-28 Quetta-V,Q59207272,country:pk/province:ba/provincial-constituency:pb-28,country:pk/province:ba
PB-27,Balochistan,PB-27 Quetta-IV,Q59207271,country:pk/province:ba/provincial-constituency:pb-27,country:pk/province:ba
PB-30,Balochistan,PB-30 Quetta-VII,Q59207274,country:pk/province:ba/provincial-constituency:pb-30,country:pk/province:ba
PB-31,Balochistan,PB-31 Quetta-VIII,Q59207275,country:pk/province:ba/provincial-constituency:pb-31,country:pk/province:ba
PB-26,Balochistan,PB-26 Quetta-III,Q59207270,country:pk/province:ba/provincial-constituency:pb-26,country:pk/province:ba
PB-25,Balochistan,PB-25 Quetta-II,Q59207266,country:pk/province:ba/provincial-constituency:pb-25,country:pk/province:ba
PB-29,Balochistan,PB-29 Quetta-VI,Q59207273,country:pk/province:ba/provincial-constituency:pb-29,country:pk/province:ba
PB-32,Balochistan,PB-32 Quetta-IX,Q59207276,country:pk/province:ba/provincial-constituency:pb-32,country:pk/province:ba
PP-213,Punjab,PP-213 Multan-III,Q59207564,country:pk/province:pb/provincial-constituency:pp-213,country:pk/province:pb
